record_id,bagobo_text,english_text,tagalog_text,cebuano_text
SENT-0352,"Na mà kun katô dadang, “Uman ka!”","Then the shrimp said, “Do it again!”","Pagkatapos ay sinabi ng hipon, ""Ulitin mo pa!""","Unya miingon ang pasayan, Usba pa!"
SENT-0353,Agad dán gó!,You had it coming!,Bagay lang iyan sa iyo!,Mirisi nimo!
SENT-0354,"Mà kun katô dadang, “Médéwad ka manubù; ándà dán ipánnas dán; ágkannán nu.”","The shrimp said, “I pity the people; no one is going to be decimated now; you will not eat anyone.”","Sabi ng hipon, ""Naaawa ako sa mga tao; wala nang mauubos ngayon; wala ka nang kakainin.""","Miingon ang pasayan, Naluoy ko sa mga tawo; wala nay mangahurot karon; wala na kay makaon."
SENT-0355,"Na, inaté dán si Malingling.",Now Malingling was already dead.,Ngayon ay patay na si Malingling.,Karon patay na si Malingling.
SENT-0356,"Igtuu é taga Subuwan igkan gó katô, manáng tô dád tô ágkannán dan.","The residents of Subuwan entirely consumed it, but what they were eating was only the back part.","Lubusang inubos ito ng mga residente ng Subuwan, ngunit ang kinakain lang nila ay ang bahaging likod.","Gihurot kinig kaon sa mga lumulupyo sa Subuwan, apan ang ila rang gikaon mao ang bahin sa likod."
SENT-0357,Ni dád ta bókkóg tô ágkannán dan.,Only this part at the back is what they were eating.,Tanging ang bahaging ito lang sa likod ang kanilang kinakain.,Kining bahin ra dinhi sa likod ang ilang gikaon.
SENT-0358,Dì ágkan kani dadan dinít gáták su sana tullanù man ák manubù.,They would not eat this part toward the stomach because it was full of the bones of a person.,Hindi nila kinakain itong bahagi papunta sa tiyan dahil puno ito ng buto ng tao.,Wala nila gikaon kining bahin dapit sa tiyan tungod kay puno kini sa mga bukog sa tawo.
SENT-0359,Ipánnù nit gáták i Malingling.,"In Malingling’s stomach, it was full of bones.","Sa tiyan ni Malingling, puno ito ng mga buto.","Sa tiyan ni Malingling, puno kinig mga bukog."
SENT-0360,"Ni dád ni ágkannán, ni dadan ta bókkóg katô kasili.","This part that was being eaten, it was here toward the back of the eel.","Ang bahaging ito na kinakain, ito ay nandito sa may likuran ng igat.","Kining bahin nga ginakaon, dinhi kini dapit sa likod sa kasili."
SENT-0361,"Langun é taga Subuwan, ágpisangán dan dád gó nit bókkóg.","All of the residents of Subuwan, they just sliced pieces here at the back.","Lahat ng residente ng Subuwan, hinihiwa lang nila ang mga piraso rito sa likod.","Ang tanang lumulupyo sa Subuwan, naghiwa lang silag mga piraso dinhi sa luyo."
SENT-0362,"Na, taddó dád gó.",Now there only for sure.,Ngayon hanggang diyan na lang talaga.,Karon kutob ra didto sa tinuod lang.
SENT-0363,Tò manubù igdagpakan ka banug.,The person whom an eagle seized.,Ang taong sinakmal ng agila.,Ang tawo nga gitukob sa agila.
SENT-0364,Duwán sábbad gulitán na duwán sábbad manubù dángngan góddò tut Kisante.,There is a certain story that there was a certain person previously living in Kisante.,May isang tiyak na kuwento na may isang taong dating nakatira sa Kisante.,Adunay usa ka istorya nga adunay usa ka tawo nga kanhi nagpuyo sa Kisante.
SENT-0365,Igitur áskandin kanan Bulatukan Wayig.,He followed the Bulatukan River.,Sinundan niya ang Ilog Bulatukan.,Gisubay niya ang Suba sa Bulatukan.
SENT-0366,"Na tò kandin ágdanulán, managasu.","And his purpose, it was to hunt with a dog.","At ang kanyang layunin, ito ay mangaso gamit ang aso.","Ug ang iyang tumong, mao ang pagpangayam gamit ang aso."
SENT-0367,Igpid áskandin ka asu su mággut áskandin ka saladáng.,He brought along a dog because he was going to catch a deer.,Nagdala siya ng aso dahil huhuli siya ng usa.,Nagdala siyag aso kay modakop man siyag usa.
SENT-0368,"Igdunggù áskandin diyan ta pabungan siyung kanan Buring Dalama, ulu kanan Bulatukan Wayig, na mikaggut áskandin ka sábbad dakál saladáng.","He reached the mountain below the Buring Dalama, headwater of the Bulatukan River, and he caught one large deer.","Nakarating siya sa bundok sa ibaba ng Buring Dalama, ang pinagmumulan ng Ilog Bulatukan, at nakahuli siya ng isang malaking usa.","Nakaabot siya sa bukid sa ubos sa Buring Dalama, ang tuburan sa Suba sa Bulatukan, ug nakadakop siyag usa ka dako nga usa."
SENT-0369,"Áknganni, muli dán áskandin diyan ta Kisante su inémmátan dán áskandin ka ágkannán din.","At the time, he was going to return home to Kisante because his food had run out on him.","Nang oras na iyon, uuwi na sana siya sa Kisante dahil naubusan na siya ng pagkain.","Niadtong tungora, mopauli na unta siya sa Kisante kay nahutdan na siyag pagkaon."
SENT-0370,"Na, migbaba din tò saladáng.",Then he carried the deer on his back.,Pagkatapos ay binuhat niya ang usa sa kanyang likod.,Unya gisank-ay niya ang usa sa iyang likod.
SENT-0371,"Na, duwán man idinággan din na sunnud dakál dagunután, igtàkkásan ka ágpagayis, na isóddóran din na banug su dumawi ka manubù.","Now then there was certainly something he heard that was a very loud noise, something screaming accompanied it, and he knew it was an eagle because it would prey on people.","Ngayon, tiyak na may narinig siyang napakalakas na ingay, na may kasamang matinis na tili, at alam niyang isa itong agila dahil nambibiktima ito ng mga tao.","Karon aduna gyud siyay nadunggan nga saba kaayo, butang nga naninggit ang nikuyog niini, ug nasayod siya nga usa kadto ka agila kay managit man kinig mga tawo."
SENT-0372,"Na, ándà kadugé, migdunggù tò banug na migtóppaan asta igdagpakan áskandin na igbitbit áskandin saru datas.","Then before long, the eagle arrived and swooped down headlong at him and seized him and carried him dangling into the air.","Pagkatapos ay hindi nagtagal, dumating ang agila at mabilis na dumausdos pababa sa kanya at sinakmal siya at binitbit siya nang nakabitin sa himpapawid.","Wala madugay, miabot ang agila ug mikalit og lupad paubos kaniya ug gitukob siya ug gibitbit siya nga nagbitay sa kahanginan."
SENT-0373,"Na, yan dád é mikadigár kandin su tò ikabbangan katò sulu katò banug, tò dád kandin binabaan tut bókkóg din, tò saladáng.","Now there was something fortunate for him because what the eagle’s claws had grasped, it was only what he carried on his back, the deer.","Ngayon may isang mapalad na bagay para sa kanya dahil ang tanging nasunggaban ng mga kuko ng agila ay ang dala niya sa kanyang likod, ang usa.","Karon adunay usa ka suwerte nga butang alang kaniya tungod kay ang nakab-ot lang sa mga kuko sa agila kay ang iyang gidala sa iyang likod, nga mao ang usa."
SENT-0374,Iglayang tò banug dutun datas tun ta mallayat pangpang na duwán dakál takub tut tángngaan katò pangpang.,The eagle flew up to a high cliff where there was a big cave halfway up the cliff.,Lumipad ang agila paakyat sa isang mataas na bangin kung saan may isang malaking kuweba sa kalagitnaan ng bangin.,Milupad ang agila pataas sa usa ka taas nga pangpang kon asa adunay dako nga langob sa tunga-tunga sa pangpang.
SENT-0375,Na dutun gó igpid katò banug tò manubù.,And that is where the eagle brought the person.,At doon dinala ng agila ang tao.,Ug didto gidala sa agila ang tawo.
SENT-0376,"Pagdunggù katò manubù tun dalám katò takub, igkita din tò duwa pispis katò banug na ándà pa bulbul.","When the person arrived inside the cave, he saw the eagle’s two chicks that had no feathers yet.","Nang makarating ang tao sa loob ng kuweba, nakita niya ang dalawang sisiw ng agila na wala pang mga balahibo.","Pagsulod sa tawo sa langob, nakita niya ang duha ka pispis sa agila nga wala pay mga balhibo."
SENT-0377,"Na, róggun din dutun, madigár su duwán mikallás bóbbó katò takub na di makánangngà tò banug, su malligát tò bóbbó.","Now while he was there, it was good because the cave had a hidden hole that was not big enough for the eagle, because the hole was too tight.","Ngayon habang naroon siya, naging mabuti ito dahil ang kuweba ay may nakatagong butas na hindi sapat ang laki para sa agila, dahil masyadong masikip ang butas.","Karon samtang didto siya, maayo na lang kay ang langob adunay natago nga buslot nga dili igo ang gidak-on para sa agila, tungod kay hugot ra kaayo ang buslot."
SENT-0378,"Tò gó tò una ikatabang kandin, su tò saladáng asta mga babuy ák mabánás igpidán katò banug na pagsunggud din katò kandin pispis, tò gó tò ágkannán din róggun tun dalám áskandin gállás.","That is what first helped him, because the deer and the wild pigs that the eagle brought as provisions for its own chicks, that is what he ate while he was hiding inside.","Iyon ang unang nakatulong sa kanya, dahil ang usa at mga baboy-ramo na dinadala ng agila bilang rasyon para sa sarili nitong mga sisiw, iyon ang kinakain niya habang nagtatago siya sa loob.","Mao kadto ang unang nakatabang kaniya, tungod kay ang usa ug ang mga ihalas nga baboy nga gidala sa agila isip rasyon para sa mga pispis niini, mao ang iyang gikaon samtang nagtago siya sa sulod."
SENT-0379,"Na, ágkilón din dád man asta ágpakannán din pagsik tò pispis katò banug.","Now naturally he ate only raw meat, and he also fed the eagle’s chicks.","Ngayon natural na kumakain lamang siya ng hilaw na karne, at pinakain din niya ang mga sisiw ng agila.","Karon natural nga igo ra siyang nagkaon og hilaw nga karne, ug iya usab gipakaon ang mga pispis sa agila."
SENT-0380,"Na, duwán duwa kandin kakatigán.",Now he had two strategies.,Ngayon ay mayroon siyang dalawang diskarte.,Karon aduna siyay duha ka paagi.
SENT-0381,"Sábbad, atin ágdunggù tò banug, gállás áskandin.","First, when the eagle would arrive, he would hide.","Una, kapag dumarating ang agila, nagtatago siya.","Una, kung moabot ang agila, motago siya."
SENT-0382,"Na, atin áglayang dán puman tò banug, ágluwà áskandin na ágkan katò saladáng, tò mingagut din.","And when the eagle would fly away again, he would go out and eat the deer, the one that it had caught.","At kapag lumilipad na muli ang agila, lalabas siya at kakainin ang usa, ang nahuli nito.","Ug iniglupad og balik sa agila, mogawas siya ug mokaon sa usa, ang nasikop niini."
SENT-0383,"Na, duwán pò kandin ginawa na makóli, su atin ka kabulbulan tò duwa pispis, tò gó tò makatabang kandin.","Now then he still had the feeling that he would be able to go home, because when the two chicks would grow feathers, that is when they would be able to help him.","Ngayon pagkatapos noon ay may pakiramdam pa rin siya na makakauwi siya, dahil kapag tumubo na ang mga balahibo ng dalawang sisiw, doon na sila makakatulong sa kanya.","Karon aduna gihapon siyay pagbati nga makapauli siya, tungod kay kung manubo na ang mga balhibo sa duha ka pispis, niana na sila makatabang kaniya."
SENT-0384,Bánnal man su ibulbulan dán tò pispis na sagpu dán áglayang.,It was naturally true because the chicks had already grown feathers and were flying somewhat.,Natural na totoo ito dahil ang mga sisiw ay tinubuan na ng mga balahibo at medyo nakakalipad na.,Natural nga tinuod kadto tungod kay ang mga pispis nanubo na ang mga balhibo ug medyo makalupad na.
SENT-0385,"Róggun katò inà, ándà taddò, igpudut din tò sábbad pispis katò iban ballád din, na tò sábbad, igpudut din katò kawanan ballád din.","While the mother was not there, he picked up one chick with his left hand, and the other with his right hand.","Habang wala ang ina, kinuha niya ang isang sisiw gamit ang kanyang kaliwang kamay, at ang isa pa gamit ang kanyang kanang kamay.","Samtang wala ang inahan didto, gikuha niya ang usa ka pispis gamit ang iyang wala nga kamot, ug ang usa gamit ang iyang tuo nga kamot."
SENT-0386,Tò gó tò igawidan din ayunan din dán gó tumuppas katò mallayat pangpang.,That is what he held onto while simultaneously jumping down from the high cliff.,Iyon ang kanyang hinawakan habang sabay na tumalon pababa mula sa mataas na bangin.,Maoy iyang gigunitan samtang dungan sa paglukso gikan sa taas nga pangpang.
SENT-0388,"Tò gó tò kandin kapókít na mikóli áskandin taddò ta Kisante, asta áskandin ù é migulit kani inókitan din, na bánnal.","That was the way that he returned home to Kisante, and he himself is the one who told what he had gone through, which is true.","Iyon ang naging paraan para makauwi siya sa Kisante, at siya mismo ang nagsalaysay ng kanyang mga pinagdaanan, na totoo naman.","Mao kadto ang pamaagi nga nakapauli siya sa Kisante, ug siya mismo ang nag-estorya kon unsa ang iyang naagian, nga tinuod man gayod."
SENT-0389,Tò pagpamasusu ki Datù Lambac.,The birth of Datu Lambac,Ang kapanganakan ni Datu Lambac,Ang pagkahimugso ni Datu Lambac
SENT-0390,"Ni ángngadanan ki Datù Masaglang, ni gó ni manubù na mikatabang ki Datù Bulatukan Lambac kaké ku, su áskandin igpamasusu katò innà ku, na tò kandin ábbi, duwa abuk na miglibád tun ta kandin alig.","This one named Datu Masaglang, this is the person who helped Datu Bulatukan Lambac, my elder sibling, because he was the one that my mother gave birth to, and his umbilical cord, it was two pieces that were coiled around his neck.","Ito na nagngangalang Datu Masaglang, ito ang taong tumulong kay Datu Bulatukan Lambac, ang aking nakatatandang kapatid, dahil siya ang iniluwal ng aking ina, at ang kanyang pusod, ito ay dalawang piraso na nakapulupot sa kanyang leeg.","Kining ginganlag Datu Masaglang, mao kining tawo nga mitabang kang Datu Bulatukan Lambac, ang akong magulang, tungod kay siya kadtong gipanganak sa akong inahan, ug ang iyang pusod, duha kini ka piraso nga nalambod sa iyang liog."
SENT-0391,"Na, madat dutun kandan, su ágtulád kun ka antén.","Now that was bad for them, because it is a bad omen if he were to live.","Ngayon iyon ay masama para sa kanila, dahil isa itong masamang pangitain kung siya ay mabubuhay.","Karon daotan kadto alang kanila, tungod kay usa kini ka daotan nga tilimad-on kung mabuhi siya."
SENT-0392,"Tò gó igplanu tò apù ku bayi, na mabalyan, na sungtán ka ménit abu su abò ágkamaté.","That is why my grandmother, who was a midwife, planned to put hot ashes in his mouth so that he would die from it.","Iyan ang dahilan kung bakit nagplano ang lola ko, na isang kumadrona, na maglagay ng maiinit na abo sa kanyang bibig para mamatay siya rito.","Mao nga ang akong lola, nga usa ka mananabang, nagplano nga butangan og init nga abo ang iyang baba aron mamatay siya niini."
SENT-0393,"Igtun dán dán ta digu tò batà délak su sungtán dán ka ménit abu, na igdun dán pagsik ta békóng tò ménit abu.","They had already put the small baby in a winnowing tray because they were going to feed it hot ashes, and they also had already put ashes in a coconut shell.","Inilagay na nila ang maliit na sanggol sa isang bilao dahil ipapakain na sana nila ito ng maiinit na abo, at naglagay na rin sila ng abo sa isang bao ng niyog.","Gibutang na nila ang gamayng bata sa usa ka nigo tungod kay pakan-on na nila kinig init nga abo, ug nagbutang na usab silag abo sa usa ka bagol sa lubi."
SENT-0394,"Na, igtakkó, migdunggù si Datù Masaglang, tò pangulu ka ágtimbalayu.","Then suddenly, Datu Masaglang, the leader of the sorcerers, arrived.","Pagkatapos bigla na lang dumating si Datu Masaglang, ang pinuno ng mga mangkukulam.","Unya kalit lang, si Datu Masaglang, ang pangulo sa mga mambabarang, niabot."
SENT-0395,"Ikasóddór áskandin katò batà igpamasusu na igsalagbat ka ábbi, na sungtán dán dán ka abu.","He knew a baby had been born who had the umbilical cord coiled like a necklace around its neck, and they were about to feed it hot ashes.","Nalaman niya na may isinilang na sanggol na may pusod na nakapulupot na parang kwintas sa kanyang leeg, at ipapakain na sana nila ito ng maiinit na abo.","Nakabalo siya nga adunay batang natawo nga adunay pusod nga nalambod nga morag kuwentas sa iyang liog, ug pakan-on na unta nila kini og init nga abo."
SENT-0396,"Misókó sunnud áskandin na dì malyag na matayan tò batà, su agó duwán kun kadigárran tut tapuri álló.","He was very angry and did not want the baby to be killed, because there might be a benefit in the future.","Galit na galit siya at ayaw niyang patayin ang sanggol, dahil baka may kapakinabangan sa hinaharap.","Nasuko siya pag-ayo ug dili niya gusto nga patyon ang bata, tungod kay tingali og adunay kaayohan unya sa umaabot."
SENT-0397,"Ni batà ni, áskandin si Datù Bulatukan Lambac.","This baby, he is Datu Bulatukan Lambac.","Ang sanggol na ito, siya ay si Datu Bulatukan Lambac.","Kining bataa, siya kay si Datu Bulatukan Lambac."
SENT-0398,"Mituman tò igkagi i Masaglang, na tun kun ta tapuri álló duwán kadigárran, na tullid gó.","What Masaglang said was fulfilled, that in the future there would be a benefit, and it was certainly correct.","Nagkatotoo ang sinabi ni Masaglang, na sa hinaharap ay may kapakinabangan, at tiyak na tama nga ito.","Natuman ang gisulti ni Masaglang, nga sa umaabot adunay kaayohan, ug tinuod gyud nga husto."
SENT-0399,"Tabak Manama, áskandin, sippang ángnganni, manté pò, na marapung sunnud igtabangan din manubù.","By the help of God, he, until the present time, he is for sure still living, and he has helped very many people.","Sa tulong ng Diyos, siya, hanggang sa kasalukuyang panahon, sigurado siyang buhay pa, at marami na siyang natulungang tao.","Sa tabang sa Diyos, siya, hangtod karong panahona, sa tinuod lang buhi gihapon siya, ug daghan na siyang natabangan nga mga tawo."
SENT-0400,Tô ágpangimánnalán ák Bagóbô manubù,The beliefs of the Bagobo people,Ang mga paniniwala ng mga Bagobo,Ang mga pagtuo sa mga Bagobo
SENT-0401,Duwán ágpangimánnalán ák móna sayyan na tókkót áknganni.,There are beliefs of the early ancestors that continue until the present time.,May mga paniniwala ang mga sinaunang ninuno na nagpapatuloy hanggang sa kasalukuyang panahon.,Adunay mga pagtuo ang mga karaang katigulangan nga nagpadayon hangtod karong panahona.
SENT-0402,"Atin kun ka ngumisi kak mga kutu, saku, mga mannanap ágpakalyagé, asta mga ágragóruk ulád na kangisiyan, madat kun su pakasabálló.","They say if you laugh at lice, at sacks, at animals that are mating, and at the playing of insects that are comical, it is bad because it can provoke negative consequences.","Sinasabi nila na kung pagtatawanan mo ang mga kuto, ang mga sako, ang mga hayop na nagtatalik, at ang paglalaro ng mga insekto na nakakatawa, masama ito dahil maaari itong magdulot ng masamang epekto.","Matod pa nila nga kung kataw-an nimo ang mga kuto, ang mga sako, ang mga mananap nga nag-ipon, ug ang pagdula sa mga insekto nga kataw-anan, daotan kini kay basin og makapukaw kinig daotang mga sangpotanan."
SENT-0403,"Na ágtuppasan kak kilat, na ágburibidán é alig nu, áglóbódán, ó makébéd kun é babbà nu, asta duwánnù gó ágkamaté.","And you will be struck with thunder, and your neck will be twisted, skewed, or your mouth will be crooked, and someone will surely die on account of it.","At tatamaan ka ng kulog, at mapipilipit ang iyong leeg, tabingi, o tabingi ang iyong bibig, at may siguradong mamamatay dahil dito.","Ug maigo ka og kilat, ug mamilipit ang imong liog, hiwi, o mahiwi ang imong baba, ug adunay siguradong mamatay tungod niini."
SENT-0404,"Atin kun tô manubù ágsabállón, ágkasakitak ulu, asta pakénótà na ágkabalóyón.","As for the one who suffers negative consequences, his head will ache, and he will vomit and feel dizzy.","Tungkol sa isa na nakakaranas ng masamang epekto, sasakit ang kanyang ulo, at siya ay susuka at makaramdam ng pagkahilo.","Bahin sa usa nga nag-antos sa mga daotang sangpotanan, labdan siyag ulo, ug mosuka siya ug malipong."
SENT-0405,"Na, tô pagbawì dan, ka duwán ágsabállón, ágkangé dan ák ubbus daun ák ramé su ágkinnamán dan ka ágmallutù.","Now what they use as herbal medicine, if there is someone suffering the consequences of having violated the taboo, they get immature leaves of the ramé tree because they test it to see if it will become red.","Ngayon ang ginagamit nilang halamang gamot, kung mayroong dumaranas ng mga epekto ng paglabag sa bawal, kumukuha sila ng mga batang dahon ng puno ng ramé dahil sinusubukan nila kung magiging pula ito.","Karon kung unsa ang ilang ginagamit isip herbal nga tambal, kung adunay usa nga nag-antos sa mga sangpotanan sa paglapas sa patuo, mokuha sila sa batan-ong mga dahon sa punoan sa ramé tungod kay sulayan nila kini kung mapula ba kini."
SENT-0406,"Na tô daun, garámmán dan tut wayig ágtunnán dan át basu, na ágdappugán dan katô ágkasakitak ulu.","Then the leaves, they steep them in water that they have put in a glass, and they wash the face of the one with a headache.","Pagkatapos ang mga dahon, binababad nila ito sa tubig na inilagay nila sa isang baso, at hinuhugasan nila ang mukha ng sumasakit ang ulo.","Unya ang mga dahon, ilang ihumol sa tubig nga gibutang nila sa usa ka baso, ug ilang hugasan ang nawong sa usa nga labdan og ulo."
SENT-0407,"Na atin ka ágmallutù tô wayig misamà tut basu tô igdappugan dan katô ágkabógókan, na tô dán gó tô ágkasóddóran dan ka ágsabállón tô manubù.","Then if the water left in the glass becomes red when they wash the face of the one who is sick, then that is how they know if the person is suffering the consequences of having violated the taboo.","Pagkatapos kung naging pula ang tubig na naiwan sa baso nang hugasan nila ang mukha ng maysakit, doon nila nalalaman kung ang tao ay nakakaranas ng epekto ng paglabag sa bawal.","Unya kung ang tubig nga nabilin sa baso mahimong pula paghugas nila sa nawong sa usa nga nagkasakit, niana na nila mahibal-an kung ang tawo nakasinati sa mga sangpotanan sa paglapas sa patuo."
SENT-0408,Na yampa ágbawian dan katô bawì ka ágsabállón.,Then after that they treat the person with herbal medicine if he is suffering the consequences of having violated the taboo.,Pagkatapos niyon ay ginagamot nila ang tao gamit ang halamang gamot kung nararanasan niya ang epekto ng paglabag sa bawal.,Unya human niana ilang tambalan ang tawo gamit ang herbal nga tambal kung nakasinati siya sa mga sangpotanan sa paglapas sa patuo.
SENT-0409,"Tô mga bawì dan, tô ngipán ák kilat na garámmán dan tut wayig, na yampa ágpólétán tut bukád ó tut lawa katô manubù ágkabógókan.","As for their herbal medicine, it is a tooth of the thunder that they soak in water, and after that it is rubbed on the forehead or on the body of the person who is sick.","Tungkol sa kanilang halamang gamot, isa itong ngipin ng kulog na binababad nila sa tubig, at pagkatapos niyon ay ikinikiskis ito sa noo o sa katawan ng maysakit na tao.","Bahin sa ilang herbal nga tambal, usa kini ka ngipon sa liti nga gihumol nila sa tubig, ug pagkahuman ihaplas kini sa agtang o sa lawas sa tawo nga adunay sakit."
SENT-0410,"Marapung pa tô pagturing dan tut lawa katô ágkabógókan, su ágkamáddangan dan ka ágburibidán ák kilat ó áglóbódán.","Many times they use it to streak on the body of the one who is sick, because they are afraid that the thunder will twist their neck or skew their face.","Madalas nila itong ginagamit na pangpahid sa katawan ng maysakit, dahil natatakot silang pilipitin ng kulog ang kanilang leeg o itabingi ang kanilang mukha.","Sa daghang higayon ginagamit nila kini aron ipahid sa lawas sa usa nga adunay sakit, tungod kay nahadlok sila nga bali-on sa liti ang ilang liog o pahiwion ang ilang nawong."
SENT-0411,"Na, atin pagsik ka ágkilat dán, tô ágkémun dan, ágbunsudán dan é pangidù tut buriran katô balé dan su abô kun ágkamáddangan tô kilat katô pangidù na dì tumuppas tut balé dan.","Now also whenever there is a thunderstorm, their custom is, they will erect a spear on the roof ridge of their house so that the thunder will be afraid of the spear and will not strike their house.","Ngayon tuwing may pagkulog at pagkidlat, ang kanilang kaugalian ay, magtatayo sila ng sibat sa gulod ng bubong ng kanilang bahay para matakot ang kulog sa sibat at hindi tamaan ang kanilang bahay.","Karon sa matag higayon usab nga adunay pagpanugdog ug pagkilat, ang ilang kostumbre mao, magtukod sila og usa ka bangkaw sa taluktok sa bubong sa ilang balay aron mahadlok ang liti sa bangkaw ug dili maigo ang ilang balay."
SENT-0412,"Asta pagsik ka ágkilat, tô pangalungan dan, ágtambunan dan su sambang kun tuppassan ák kilat, na mapássà.","And also if it thunders, their mirror, they cover it because the thunder might strike it, and it would be broken.","At kapag kumukulog din, ang kanilang salamin, tinatakpan nila ito dahil baka tamaan ito ng kulog, at ito ay mababasag.","Ug kung moliti usab, ang ilang samin, ila kining tabonan tungod kay basin ug maigo kini sa liti, ug mabuka kini."
SENT-0413,"Asta pagsik ágguntingán dan tô pingà katô gabatà su agó ka duwán igngisiyan, na ággóbbón dan tut apuy asta ágbaláttan dan ák asin.","Asta pagsik ágguntingán dan tô pingà katô gabatà su agó ka duwán igngisiyan, na ággóbbón dan tut apuy asta ágbaláttan dan ák asin.","Asta pagsik ágguntingán dan tô pingà katô gabatà su agó ka duwán igngisiyan, na ággóbbón dan tut apuy asta ágbaláttan dan ák asin.","Asta pagsik ágguntingán dan tô pingà katô gabatà su agó ka duwán igngisiyan, na ággóbbón dan tut apuy asta ágbaláttan dan ák asin."
SENT-0414,"Na atin ka ágkirám dán, ágtaguán dan dán gó tut apuy, su atin ágkilat dán, ágbáttì dán tô asin asta ágmaransi dán tô ulu, na dì dán kun tumuppas tô kilat su kéman din ka tô kadumaan din, migóbbó dán.","And whenever lightning flashes, they quickly put the hair to be burned into the fire, because when it thunders, the salt will crackle and the hair will smell of burning hair, and then the thunder will not strike because it will mistakenly assume that its companion, it has already burned them up.","At sa tuwing kumikidlat, mabilis nilang nilalagay sa apoy ang buhok na susunugin, dahil kapag kumulog, ang asin ay puputok at ang buhok ay amoy sunog na buhok, at pagkatapos ay hindi na tatama ang kulog dahil aakalain nitong maling akala na ang kasamahan nito, ay sinunog na sila.","Ug inig kilat, ila dayong isulod sa kalayo ang buhok nga pagasunogon, kay inig liti, moboto-boto ang asin ug manimahoog sunog ang buhok, ug unya dili na muigo ang liti kay magtuo kinig sayop nga ang kauban niini, nagsunog na kanila."
SENT-0415,"Tô ágngadanan dan ngipán ák kilat, igkita dan tun ta kayu na igtuppasan kun ák kilat na migangu dán.","As for what they call tooth of the thunder, they found it in a tree that the thunder had struck and that had become withered.","Tungkol sa tinatawag nilang ngipin ng kulog, nahanap nila ito sa isang puno na tinamaan ng kulog at natuyo.","Bahin sa ilang ginatawag nga ngipon sa liti, nakit-an nila kini sa usa ka kahoy nga naigo sa liti ug nalaya."
SENT-0416,"Gudalì mipilé dán tô kayu, migkita dan tô inggó na batu na mikasuksuk tun át kayu.","When the tree fell over, they found what was like a stone that had become wedged in the tree.","Nang mabuwal ang puno, may nakita silang parang bato na naipit sa puno.","Pagkatumba sa kahoy, nakakita silag daw bato nga nasigpit sa kahoy."
SENT-0417,Na mà dan ngipán kun ák kilat.,And they say it is a tooth of the thunder.,At sinasabi nilang isa itong ngipin ng kulog.,Ug matod nila ngipon kadto sa liti.
SENT-0418,"Na, tô dán gó tô ágbawián dan ka duwán ágsabállón.",Now that is how they treat a person if someone is suffering the consequences of having violated the taboo.,Ngayon ganun nila gagamutin ang isang tao kung may dumaranas ng epekto ng paglabag sa bawal.,Karon ingon niana nila ginatambalan ang usa ka tawo kung adunay nag-antos sa mga sangpotanan sa paglapas sa patuo.
SENT-0419,Taddô dád gó sippang.,Until there only for sure.,Hanggang diyan na lang talaga.,Kutob ra didto sa tinuod lang.
SENT-0420,Tô kalábbáng ka duwán ágkamaté,Burial when someone dies,Paglilibing kapag may namatay,Paglubong kung aduna may mamatay
SENT-0421,"Tô isóddóran ku katô mga Bagóbô manubù, su atin duwán ágkamaté kandan, sunnud dan ágkaranu.","This is what I know about Bagobo people, because when someone dies among them, they are very sad.","Ito ang alam ko tungkol sa mga Bagobo, dahil kapag may namatay sa kanila, napakalungkot nila.","Mao kini ang akong nahibal-an bahin sa mga Bagobo, tungod kay inig adunay mamatay sa kanila, maguol kaayo sila."
SENT-0422,"Duwán ágsággó, na langun dán ágkagin dan tô ágkasampáttan dan na áglumun katô minaté, batà dan ó duma dan ó tô kataladi dan.","Some are crying, and they now speak about all the things they remember and about what the deceased person did, their child or their husband or their relative (who died).","Ang ilan ay umiiyak, at nagsasalita na sila ngayon tungkol sa lahat ng mga bagay na naaalala nila at tungkol sa ginawa ng namatay na tao, kanilang anak o asawa o kanilang kamag-anak na namatay.","Ang uban nanghilak, ug naghisgot na sila karon bahin sa tanang butang nga ilang nahinumdoman ug bahin sa gibuhat sa namatay nga tawo, ilang anak o ilang bana o ilang paryente nga namatay."
SENT-0423,Tô gó sunnud dan ágkaranu su ágkasampáttan dan tô ágpanlumun na madigár katô minaté.,That is why they are very sad because they were remembering each and every good thing that the deceased person did.,Kaya naman labis silang nalulungkot dahil inaalala nila ang bawat mabuting ginawa ng namatay na tao.,Mao nga maguol kaayo sila tungod kay nahinumdoman nila ang matag usa ug ang tanang maayong butang nga gibuhat sa namatay nga tawo.
SENT-0424,"Na ánnà inggó katô dángngan, su tô dángngan, ássawù tô kandan áglumun.","It is not the same as it was previously, because what was done previously, what they did was different.","Hindi ito katulad ng dati, dahil ang ginawa nila noon, iba ang kanilang ginawa.","Dili na parehas kaniadto, kay ang gibuhat kaniadto, lahi ang ilang gipanghimo."
SENT-0425,"Marapung tô áglumun dan, pero madat su ándà pa sikandan ikadinág katô Kagi ák Manama.","They did many things previously, but it was bad because they had not yet heard the Word of God.","Marami silang ginawa dati, ngunit masama ito dahil hindi pa nila naririnig ang Salita ng Diyos.","Daghan silag gibuhat kaniadto, apan daotan kadto tungod kay wala pa sila nakadungog sa Pulong sa Diyos."
